48,근시,;안경이 잘 어울리는 체질.
;,,
;기술,,
50,습득빠름,;ABL:봉사정신을 올리기 쉽다. PALAM:습득이 빠르게 증가한다. 
51,습득느림,;ABL:봉사정신을 올리기 어렵다. PALAM:습득이 느리게 증가한다. 
52,혀놀림,;フェラ系調教の効果が高い
55,조합지식,;特殊なアイテムを購入できる。コマンド「しあわせ草」の体力と気力の消費が少ない
56,약독내성,;コマンド「しあわせ草」「이뇨제」が実行不可
57,오줌싸개,;放尿コマンドが常に使えるようになる。絶頂時に放尿。
;,,
;潔癖度,,
60,자위쉬움,;自慰関連が実行しやすい。ABL:自慰中毒が上げやすい
61,악취둔감,;フェラ系調教を実行しやすい。ABL:정액중독을 올리기 쉽다. 
62,악취민감,;フェラ系調教を実行しにくい。ABL:精液中毒が上げにくい
63,헌신적,;奉仕系調教を実行しやすい。ABL:봉사정신을 올리기 쉽다. PALAM:굴복이 빠르게 증가한다. 
64,불결무시,;調教者の時に汚れによるペナルティをうけない
;,,
;正直度,,
70,쾌감에솔직,;커맨드를 실행하기 쉽다. ABL:欲望と봉사정신을 올리기 쉽다. PALAM:欲情が上がりやすい
71,쾌감을부정,;커맨드를 실행하기 어렵다. PALAM:欲情が上がりにくい
72,중독되기쉬움,;ABL:자위중독、정액중독、レズ中毒が上げやすい
73,즉각함락,;커맨드를 실행하기 쉽다. 調教時にABLが上がる事がある
;,,
;特殊性癖,,
74,자위광,;Ｃ系コマンド及び自慰系コマンドの効果アップ
75,섹스광,;Ｖ系コマンドの効果アップ
76,음란,;커맨드를 실행하기 쉽다. ABLが全体的に上がりやすい
77,항문광,;Ａ系コマンドの効果アップ
78,가슴광,;Ｂ系コマンドの効果アップ
;,,
;性癖,,
79,선머슴,;オトコ以外による調教が実行しにくい。本来の素質名は「女嫌い」だが、雰囲気重視でこう表記
80,도착적,;SM系調教の効果が高い。ABLが全体的に上がりやすい
81,바이,;レズ調教を実行しやすい。ABL:レズ、レズ中毒が上げやすい
82,남성혐오,;オトコによる調教が実行しにくい
83,새드,;調教者の時に커맨드를 실행하기 쉽다. ABL:奉仕精神が上げにくい
84,질투,;いるだけで他のキャラの回復量減少。効果は累積する
85,애정,;主人による調教が実行しやすい。PALAM:굴복이 빠르게 증가한다. 
86,망신,;커맨드를 실행하기 쉽다. PALAM:굴복이 빠르게 증가한다. 
87,소악마,;調教者の時に커맨드를 실행하기 쉽다. 
88,마조,;
89,노출광,;
;,,
;魅了,,
91,매혹,;調教者の時に커맨드를 실행하기 쉽다. 調教者の時にPALAMが全体的に上がりやすい
92,수수께끼의매력,;調教者の時に커맨드를 실행하기 쉽다. 調教者の時にPALAMが全体的に上がりやすい
93,위압감,;調教者の時に커맨드를 실행하기 쉽다. 調教者の時に恐怖があがりやすい
;,,
;身体特徴,,
99,장신,;PALAM:고통、恐怖が上がりにくい
100,작은체형,;PALAM:고통、恐怖が上がりやすい
101,Ｃ둔감,;PALAM:快Ｃが上がりにくい
102,Ｃ민감,;PALAM:快Ｃが上がりやすい
103,Ｖ둔감,;PALAM:快Ｖが上がりにくい
104,Ｖ민감,;PALAM:快Ｖが上がりやすい
105,Ａ둔감,;PALAM:快Ａが上がりにくい
106,Ａ민감,;PALAM:快Ａが上がりやすい
107,Ｂ둔감,;PALAM:快Ｂが上がりにくい
108,Ｂ민감,;PALAM:快Ｂが上がりやすい
109,빈유,;ABL:Ｂ感覚が上げやすい。胸関連の調教にペナルティ
110,거유,;ABL:Ｂ感覚が上げにくい。胸関連の調教にボーナス
111,회복빠름,;体力回復量が多い
112,회복느림,;体力回復量が少ない
113,매력,;売却額増加
114,폭유,;【거유】の上位コンパチ
115,비만,;調教時に快楽系のPALAMが上がりにくくなる。억울이 느리게 증가한다. 。売却額がすごく下がる
116,절벽,;【빈유】の上位（下位？）コンパチ
;,,
117,치료,;助手として加わっていると全調教対象の回復量上昇。効果は累積しない
118,고무,;助手の時に커맨드를 실행하기 쉽다. 助手の時に調教終了後の自慰回数増加
119,초유,;【폭유】の上位
;,,
121,후타나리,;オトコでなくてもSEX系調教が可能
122,남자,;男である
123,광기,;売却額がかなり低下。いるだけで全調教対象の回復量減少。効果は累積する
124,동물귀,;売却額やや増加。獣姦調教の効果増。獣姦でも妊娠する
125,백보지,;陰毛が生えない
126,인기인,;売却額増加
127,역습,;くれぐれも背後に気を付けてください
;,,
130,모유체질,;噴乳する
131,유아퇴행,;
132,유치,;子供っぽい
133,조루,;射精が早くなる
134,멘탈약함,;幼児退行しやすい
135,미숙,;指を除くＶ使用コマンド困難。射精しない。妊娠しない。売却額は低いがビデオの売値が高い
136,암캐,;獣姦コマンドの効果増大
137,수인,;완전한 짐승. 복슬복슬. 선제를 잡기 쉬워진다. 수간 경험이 엄청나게. 암캐 취득 보너스. 미구현
;,,
140,마더콘,;【모성】か【유부녀】を持っているキャラからの調教効果が高い
141,파더콘,;【부성】を持っているキャラからの調教効果が高い
142,로리콘,;【미숙】か【작은체형】を持っている【남자】ではないキャラからの調教効果が高い
143,쇼타콘,;【미숙】か【작은체형】を持っている【남자】キャラからの調教効果が高い
;,,
150,자위안함,;自慰不可
151,봉사안함,;奉仕系コマンド不可
152,세뇌불가,;洗脳不可
;,,
153,임신,;子供を身ごもってる
154,육아중,;子供を育てている最中
155,모성,;子を産んだ母の愛
156,부성,;子供を持った父の愛。主人公専用能力
157,유부녀,;結婚した証。欲望が上がりやすい
158,동족임신불가,;異種族しか孕めない身体
;性格,,
160,자애로움,
161,자신만만,
162,기가약함,
163,고귀함,
164,냉철함,
165,마을처녀Ａ,;マオ専用性格、ユニーク
166,악녀,
167,하트,;ユニーク
168,스페이드,;ユニーク
169,다이아,;ユニーク
170,클럽,;ユニーク
171,마을처녀Ｂ,;リリィ専用性格、ユニーク
172,두뇌명석,
173,비호자,
174,귀공자,;男子口上
;売春関係の素質（eraIm@sより流用）,,
180,창부,;営業に対して積極的になっている状態です
181,경국지색,;最上級の娼婦になった証です。営業全般にボーナスが付きます
182,요설스러움,;喋り上手です。営業の結果にプラスの影響を与えます
183,단골손님,;その娼婦を気に入っている客がいる状態です。来客数や満足度にボーナス、また特殊なプレイが可能になります
184,구애,;一部の客から求愛され、受け入れている状態です。主人に愛が付いていると得られませんし、これをもっている場合愛は付きません
185,가희,;コンサートを開いた際のボーナスが大きくなります
186,무희,;ダンスショーを開いた際のボーナスが大きくなります
187,미희,;コンサートやダンスショーのボーナスが大きくなります(＠未実装)
188,투희,;ファントマネー増加
;体調不良系,,
190,V산란,;壺ワームに産卵された状態
191,A산란,;Aワームに産卵された状態
192,V웜,;壺ワームが中にいます
193,A웜,;Aワームが中にいます
;職業,,
200,전사,;물리 전투가 특기인 직업
201,마술사,;마법으로 적을 일소하는 화력형
202,신관,;제물
203,도적,;힘이 아니라 기술로 물리 전투를 유리하게 이끈다
204,육변기,;용사 함락의 상징
205,기사,;위기 상황에 강하다
206,무녀,;화력의 또 다른 형태
207,닌자,;멀티 스킬로 진가를 발휘…할 터였으나 수수하다
208,궁수,;물리 강직업. 마법과 조합하는 편이 더 강하지만
209,씨받이,;번식만을 목적으로 한다. 다음 전직까지 조교할 수 없게 된다
210,마계장군,;상위직
211,마도신관,;상위직
220,커맨더,;지능이 높고 지휘 적성을 지닌 마물. 성장이 느리다
;-------------------------------------------------,,
;230- 強化素質,,
;-------------------------------------------------,,
230,음핵,;Ｃ感度アップ。Ｃ絶頂の体力と気力の減少を低減。
231,음유,;Ｂ感度アップ。Ｂ絶頂の体力と気力の減少を低減。
232,음호,;Ｖ感度アップ。Ｖ絶頂の体力と気力の減少を低減。
233,음항,;Ａ感度アップ。Ａ絶頂の体力と気力の減少を低減。
;-------------------------------------------------,,
;戦闘技能。効果無しなものは有利な戦闘能力を付与するか迷っているもの,,
240,전술,;레벨업 시 스테이터스에 보너스
241,마술,;마법을 사용할 수 있다
242,법술,;회복 마법을 사용할 수 있다. 또한 신앙의 증표
243,기습,;선제 확률 상승·선제 시 공격에 보너스
244,파란피부,;마법 강화
245,악마날개,;선제를 잡기 쉬워진다
246,악마꼬리,;대미지 강화
247,악마안,;기력 대미지
248,근육질,;레벨업 시 스테이터스에 약간의 보너스
249,철벽,;위기 시 스테이터스 회복
250,저주술,;주술계 마법을 사용할 수 있다
251,인술,;공격 회피 확률 상승
252,선제,;전투 전에 추가 공격
253,갈색피부,;마법 대미지 경감
254,악마의각인,;함락되지 않아도 요격할 수 있다
255,하얀피부,;하얀 피부
256,허약,;HP 회복량이 낮다
257,마법내성,;마법의 효력을 3할 약화시킨다
258,걸음빠름,;선제를 잡기 쉽다
259,애꾸눈,;명중 실패 증가·대미지 강화
260,이마에눈,;기력 대미지 증가·기력 소비 증가·마법 효과 증가
261,슬라임,;防御力にボーナス。ぬるぬる。潤滑にボーナス
262,촉수,;攻撃力にボーナス。ぐねぐね。触手経験が凄いことに。半実装
263,소인체형,;回避にボーナス？　能力にマイナス修正。ボコォ。半実装
264,뿔,;대미지 강화·기력 소비 증가
;-------------------------------------------------,,
;270- 特殊素質,,
;-------------------------------------------------,,
271,항시발정,;PARAM:欲情と潤滑にボーナスがつく。
272,성호,;強化素質を全部取ると取得。全体的に感度アップ。
273,처녀봉인,;V系コマンドを封印
274,혼박,;悪堕ちしない。カルマが変動しない
275,화염의능력자,;화염 속성 부여
276,얼음의능력자,;냉기 속성 부여
277,번개의능력자,;전격 속성 부여
278,빛의능력자,;기력 회복 부여
279,어둠의능력자,;기력 대미지 부여
280,광왕의포로,;던전전 및 침공전에서 전의를 상실하기 쉬워진다.
281,상식변경【전투】,;전투의 상식을 바꿉니다
282,신성모독자,;淫蕩の女神の狂信者
283,상식변경【일상】,;일상에서 행하는 상식을 바꿉니다
;-------------------------------------------------,,
;290-境遇や肩書,,
;-------------------------------------------------,,
290,보증인,;빚이 늘어나게 됩니다
291,초보자,;약하다
292,마왕의그림자,;마왕의 그림자에서 태어난 존재입니다. 매각할 수 없습니다
;この辺はeraWIZから,,
300,머리색,
301,머리상태,
302,머리길이,
303,머리컷,
304,머리스타일,
305,눈,
306,눈동자색,
307,입술,
308,살집,
309,유두,
310,음모의상태,
311,음모생육한계,
312,차밍포인트,
313,버릇,
;eramaou追加。詳しくはLOOK.ERBの追加部分参照,,
314,종족,
315,용사가되기이전의생활,
316,용사가된동기,
317,좋아하는것,
318,페니스의상태,
319,종족２,
;---------------------------------------------------------------------------------------------,,
;0 없음,,
;1 아인 種族表示あり、動物耳など,,
;2 슬라임 種族表示あり、슬라임,,
;3 곤충 種族表示あり。追加の素質どうしよう？,,
;4 식물 種族表示あり。追加の素質どうしよう？,,
;5 촉수 種族表示あり、触手新設。,,
;6 요정 種族表示あり、小人体型新設。他バリアントを参考にオナホと全身ズリを実装予定,,
;7 거인 種族表示あり、大柄体型、筋肉質に取得ボーナス,,
;8 남자마족 種族表示なし、마족三点セット,,
;9 여자마족 種族表示なし、마족三点セット,,
;10 야수 種族表示あり、ケモノ新設。,,
;11 뇌간 種族表示あり、ただし表示上は触手。触手からランクアップする？,,
;12 말 種族表示あり、ただし表示上は獣。ペニスの状態を「말」に,,
;---------------------------------------------------------------------------------------------,,
320,가족구성,
321,원료족,;마족化する前の種族
322,서브종족,;Item.csvのモンスター番号(100～200)
323,아버지의종족,
324,어머니의종족,
;,,
325,마계지식,;비밀 라보에 출입할 수 있게 된다
326,육아의저주,;助手化の際にふたなりになる
327,음마지식,;えっちな罠解禁
328,마충지식,;일부 함정을 강화
329,【조형왕】,;タイムアタック実績素質
330,【변기왕】,;육변기를 특정 수 이상으로 올릴 경우 얻을 수 있는 호칭
331,【처형왕】,;엽기적인 처형을 일정 수 이상 올릴 경우 얻을 수 있는 호칭
332,【평화왕】,;단 한 명의 용사도 처형하거나 도구로 만들거나 육변기로 만들지 않을 경우 얻을 수 있는 호칭
;-------------------------------------------------,,
;340- 妊娠素質,,
340,이상임신체질,;子宮以外でも妊娠できる身体
341,가슴임신,;乳房で妊娠
342,정소임신,;精巣で妊娠
;-------------------------------------------------,,
;360- キャンペーン素質,,
361,멸염의주술인,;キャンペーン1専用素質
;-------------------------------------------------,,
399,광왕,;광왕様専用性格
;-------------------------------------------------,,
;400- 스킬,,
;-------------------------------------------------,,
;사령관 패치 추가 예정,,
;470 이후는 몬스터 스킬,,
470,없음,
471,점액포획,
472,함정포획,
473,덩굴포획,
474,갑옷파괴,
475,투명,
476,재생,
477,의해,
478,가속,
479,브레스,
480,마비가스,
481,유혹,
482,혼란,
483,경험치흡수,
484,갑옷파괴브레스,
485,마력흡수,
